44235,D,2024-09-18
44236,C,2024-06-21
44237,C,2025-04-03
44238,A,2024-06-21
44239,B,2024-12-18
44240,A,2025-02-27
44241,C,2025-02-06
44242,F,2025-04-21
44243,C,2024-08-14
44244,C,2024-07-28
44245,C,2025-01-25
44246,A,2025-01-22
44247,A,2025-03-31
44248,B,2024-11-14
44249,C,2024-09-20
44250,B,2024-11-11
44251,D,2024-07-21
44252,C,2024-10-28
44253,A,2025-03-04
44254,B,2024-07-19
44255,F,2024-11-29
44256,C,2024-11-19
44257,D,2024-12-01
44258,B,2024-07-06
44259,C,2025-01-25
44260,D,2025-03-15
44261,B,2025-02-10
44262,D,2024-07-31
44263,D,2024-10-26
44264,C,2025-05-12
44265,B,2024-05-25
44266,D,2024-09-29
44267,D,2024-05-30
44268,A,2024-08-30
44269,F,2025-02-25
44270,B,2025-02-07
44271,F,2025-02-23
44272,C,2024-11-28
44273,C,2024-07-13
44274,F,2025-03-02
44275,C,2024-07-16
44276,C,2024-08-25
44277,B,2024-09-19
44278,A,2025-03-18
44279,D,2025-01-04
44280,A,2024-09-18
44281,D,2025-01-21
44282,A,2024-11-28
44283,B,2025-04-01
44284,C,2024-10-08
44285,F,2025-01-07
44286,A,2024-07-11
44287,B,2025-01-25
44288,B,2025-03-21
44289,D,2024-10-08
44290,C,2024-06-04
44291,A,2024-05-29
44292,D,2024-05-27
44293,C,2025-01-08
44294,C,2025-02-07
44295,B,2024-06-16
44296,F,2024-11-07
44297,F,2024-10-10
44298,A,2024-08-16
44299,D,2025-03-12
44300,F,2024-09-21
44301,C,2025-01-06
44302,B,2025-01-02
44303,D,2025-04-01
44304,D,2025-01-03
44305,F,2025-01-16
44306,C,2025-04-05
44307,B,2024-09-18
44308,F,2024-07-22
44309,D,2024-08-01
44310,D,2025-01-30
44311,F,2025-01-07
44312,D,2024-07-04
44313,C,2024-07-22
44314,C,2024-09-05
44315,B,2025-04-29
44316,C,2024-08-03
44317,F,2024-06-20
44318,A,2024-10-28
44319,A,2024-09-19
44320,B,2025-02-05
44321,A,2025-01-15
44322,C,2024-12-15
44323,C,2024-05-25
44324,F,2024-06-17
44325,C,2024-12-25
44326,C,2024-06-02
44327,C,2024-06-01
44328,F,2024-12-17
44329,C,2024-07-16
44330,A,2024-12-19
44331,B,2025-05-03
44332,B,2025-03-18
44333,C,2024-11-22
44334,D,2025-02-09
44335,C,2024-08-17
44336,B,2025-04-07
44337,D,2024-07-05
44338,B,2025-04-21
44339,D,2025-03-27
44340,C,2024-11-18
44341,B,2025-01-18
44342,D,2024-12-23
44343,B,2025-01-12
44344,D,2024-08-08
44345,A,2024-09-25
44346,A,2024-12-03
44347,A,2025-03-04
44348,A,2024-09-15
44349,D,2024-12-22
44350,F,2024-12-04
44351,C,2025-05-23
44352,F,2024-10-19
44353,C,2025-04-05
44354,B,2024-11-17
44355,D,2025-02-26
44356,D,2024-10-25
44357,B,2025-04-06
44358,A,2025-04-06
44359,F,2025-05-04
44360,B,2025-05-10
44361,F,2025-01-30
44362,F,2024-12-02
44363,F,2025-03-31
44364,A,2024-07-28
44365,F,2024-06-16
44366,C,2024-08-16
44367,F,2025-02-10
44368,C,2025-05-22
44369,C,2025-02-28
44370,D,2024-08-08
44371,B,2025-03-09
44372,A,2025-01-17
44373,A,2025-01-13
44374,F,2025-04-16
44375,D,2025-01-20
44376,C,2025-03-02
44377,F,2024-08-18
44378,F,2024-07-11
44379,B,2024-11-30
44380,D,2024-12-11
44381,F,2025-01-29
44382,C,2024-09-21
44383,F,2024-10-02
44384,A,2024-06-21
44385,A,2024-12-25
44386,C,2024-12-31
44387,F,2024-08-31
44388,F,2025-04-08
44389,B,2025-04-09
44390,A,2024-11-19
44391,A,2024-09-21
44392,C,2024-08-13
44393,A,2025-03-17
44394,F,2025-04-19
44395,C,2024-09-07
44396,C,2024-05-26
44397,C,2025-01-15
44398,A,2024-09-27
44399,D,2024-12-20
44400,A,2025-01-15
44401,D,2024-12-02
44402,A,2024-10-15
44403,B,2024-06-15
44404,C,2025-05-02
44405,C,2025-02-01
44406,D,2024-11-20
44407,D,2024-08-26
44408,C,2024-05-24
44409,F,2024-11-24
44410,A,2024-07-12
44411,B,2025-05-10
44412,A,2024-07-19
44413,B,2024-08-22
44414,A,2024-06-14
44415,F,2024-12-08
44416,C,2024-05-31
44417,C,2025-04-21
44418,A,2024-06-04
44419,F,2024-09-24
44420,B,2024-12-16
44421,C,2024-10-07
44422,D,2024-11-23
44423,A,2025-04-27
44424,C,2025-01-09
44425,D,2024-09-24
44426,F,2025-05-04
44427,F,2025-05-05
44428,B,2024-09-12
44429,F,2025-01-01
44430,A,2024-08-07
44431,D,2024-11-05
44432,C,2024-11-13
44433,D,2025-03-08
44434,C,2025-03-05
44435,A,2025-01-31
44436,D,2024-09-15
44437,D,2024-12-25
44438,D,2024-05-31
44439,A,2025-01-07
44440,B,2024-07-16
44441,B,2025-05-20
44442,C,2024-10-29
44443,C,2025-04-20
44444,A,2025-04-03
44445,B,2024-11-30
44446,F,2025-05-14
44447,B,2024-10-08
44448,B,2024-12-30
44449,D,2024-12-08
44450,C,2024-12-21
44451,A,2024-09-01
44452,B,2024-09-06
44453,D,2024-10-11
44454,D,2025-04-08
44455,D,2024-08-08
44456,B,2025-04-13
44457,A,2025-05-06
44458,F,2025-05-03
44459,B,2024-05-25
44460,B,2024-11-03
44461,C,2024-05-30
44462,D,2025-03-07
44463,A,2025-02-11
44464,B,2024-06-08
44465,A,2025-02-25
44466,F,2024-12-29
44467,B,2024-09-26
44468,B,2024-07-05
44469,A,2024-06-29
44470,B,2024-06-19
44471,C,2025-01-16
44472,A,2024-12-17
44473,C,2024-09-12
44474,F,2024-05-25
44475,A,2025-05-03
44476,C,2024-09-30
44477,F,2025-03-12
44478,C,2024-12-08
44479,D,2024-12-27
44480,C,2025-05-07
44481,F,2025-02-22
44482,D,2024-12-15
44483,A,2024-06-04
44484,A,2024-12-05
44485,C,2025-03-08
44486,C,2024-12-17
44487,A,2024-12-24
44488,C,2024-11-26
44489,A,2025-01-29
44490,B,2025-01-28
44491,A,2025-01-04
44492,D,2024-10-16
44493,B,2024-11-29
44494,C,2025-03-07
44495,A,2025-01-03
44496,D,2024-12-10
44497,D,2024-09-04
44498,A,2024-12-21
44499,A,2025-04-15
44500,C,2025-02-05
44501,C,2024-12-15
44502,F,2024-05-26
44503,B,2024-07-31
44504,B,2025-03-08
44505,F,2024-12-03
44506,D,2025-03-07
44507,B,2025-03-12
44508,D,2025-01-23
44509,D,2025-01-21
44510,F,2025-01-31
44511,A,2024-06-04
44512,B,2025-03-03
44513,B,2024-12-22
44514,A,2024-08-20
44515,F,2024-08-06
44516,B,2025-05-02
44517,F,2025-02-18
44518,A,2024-06-07
44519,B,2025-04-04
44520,D,2024-06-20
44521,C,2024-12-04
44522,F,2025-05-20
44523,F,2024-07-14
44524,D,2024-10-18
44525,F,2025-05-09
44526,F,2025-01-12
44527,F,2024-12-08
44528,B,2024-10-03
44529,B,2025-01-21
44530,C,2025-03-07
44531,F,2024-07-16
44532,B,2024-06-29
44533,A,2024-10-21
44534,B,2024-08-29
44535,C,2024-06-25
44536,D,2024-09-20
44537,D,2024-11-07
44538,B,2024-12-06
44539,A,2024-09-07
44540,C,2025-04-20
44541,B,2025-03-19
44542,F,2024-12-02
44543,C,2024-11-07
44544,C,2025-02-07
44545,C,2024-12-17
44546,D,2025-01-31
44547,C,2024-11-25
44548,A,2025-05-10
44549,A,2025-03-07
44550,D,2024-09-13
44551,D,2024-10-25
44552,D,2025-01-31
44553,A,2024-07-08
44554,C,2024-11-20
44555,C,2024-12-24
44556,F,2024-08-15
44557,A,2025-01-31
44558,D,2025-03-19
44559,A,2024-12-11
44560,F,2025-03-05
44561,F,2024-07-12
44562,B,2025-01-28
44563,A,2024-10-15
44564,B,2024-08-28
44565,A,2024-07-19
44566,A,2024-07-31
44567,C,2024-09-23
44568,C,2024-11-26
44569,C,2025-01-01
44570,F,2024-09-24
44571,B,2024-09-28
44572,A,2024-11-19
44573,C,2024-08-10
44574,D,2024-09-13
44575,B,2025-01-07
44576,C,2024-07-15
44577,F,2024-12-01
44578,B,2025-03-07
44579,D,2024-10-07
44580,F,2024-10-01
44581,D,2025-03-24
44582,F,2024-07-22
44583,F,2025-05-03
44584,A,2025-03-08
44585,F,2024-11-03
44586,C,2025-01-16
44587,F,2025-01-14
44588,F,2024-08-13
44589,A,2024-06-22
44590,B,2024-11-27
44591,A,2025-04-25
44592,B,2024-10-14
44593,C,2024-07-01
44594,F,2024-07-22
44595,A,2025-02-23
44596,D,2025-02-12
44597,A,2025-04-17
44598,F,2024-06-03
44599,C,2025-04-04
44600,F,2024-09-29
44601,F,2024-07-08
44602,C,2025-04-18
44603,C,2025-02-11
44604,A,2025-04-04
44605,C,2024-08-07
44606,A,2025-05-13
44607,D,2024-10-13
44608,C,2024-06-24
44609,D,2024-06-26
44610,C,2025-05-02
44611,F,2025-01-09
44612,A,2025-05-21
44613,B,2024-09-27
44614,F,2024-07-01
44615,C,2025-04-18
44616,A,2025-03-06
44617,C,2024-09-14
44618,D,2024-08-02
44619,B,2024-11-02
44620,A,2025-03-16
44621,B,2024-08-15
44622,A,2025-02-06
44623,A,2025-02-11
44624,D,2024-10-09
44625,C,2025-03-05
44626,F,2024-06-21
44627,B,2025-03-30
44628,D,2025-02-06
44629,D,2024-11-16
44630,A,2025-01-29
44631,F,2024-11-05
44632,A,2024-05-30
44633,A,2024-06-16
44634,D,2025-02-14
44635,D,2025-02-22
44636,C,2024-12-06
44637,F,2024-10-30
44638,A,2025-01-08
44639,C,2025-01-27
44640,A,2025-04-21
44641,D,2024-10-11
44642,D,2024-07-25
44643,D,2025-03-02
44644,B,2025-03-08
44645,A,2025-03-14
44646,A,2024-10-29
44647,C,2024-06-09
44648,F,2024-12-10
44649,F,2025-05-16
44650,B,2024-10-08
44651,D,2024-09-26
44652,D,2025-03-09
44653,C,2024-07-01
44654,C,2025-04-08
44655,C,2024-08-30
44656,A,2025-04-01
44657,C,2025-03-17
44658,A,2025-01-16
44659,D,2025-02-22
44660,C,2024-12-31
44661,F,2024-12-29
44662,B,2025-04-18
44663,F,2024-12-20
44664,D,2025-03-21
44665,F,2025-04-07
44666,D,2024-07-12
44667,D,2024-12-28
44668,D,2024-11-08
44669,D,2024-10-06
44670,F,2024-08-06
44671,A,2025-04-24
44672,C,2024-07-30
44673,D,2024-10-02
44674,F,2025-04-05
44675,F,2024-12-10
44676,C,2025-02-02
44677,B,2024-12-30
44678,A,2024-10-04
44679,B,2024-11-28
44680,A,2024-09-14
44681,A,2025-01-04
44682,A,2025-05-05
44683,A,2024-06-13
44684,A,2024-12-15
44685,C,2024-12-12
44686,B,2024-06-21
44687,A,2024-11-18
44688,C,2024-12-15
44689,C,2024-12-04
44690,D,2024-09-28
44691,D,2025-02-08
44692,F,2024-11-19
44693,A,2024-09-12
44694,D,2024-07-15
44695,A,2025-01-26
44696,A,2024-12-15
44697,B,2024-09-14
44698,C,2024-06-11
44699,F,2024-10-24
44700,D,2024-06-06
44701,F,2024-12-23
44702,F,2024-07-30
44703,A,2024-12-15
44704,A,2024-10-02
44705,D,2025-01-09
44706,D,2024-09-08
44707,D,2024-09-29
44708,D,2024-07-15
44709,D,2024-11-11
44710,C,2025-02-06
44711,B,2025-01-17
44712,D,2025-01-25
44713,D,2025-05-08
44714,A,2024-08-23
44715,D,2025-04-21
44716,D,2025-03-25
44717,B,2024-11-09
44718,A,2024-12-31
44719,A,2024-06-03
44720,F,2025-04-24
44721,D,2024-11-22
44722,B,2025-05-01
44723,D,2024-10-03
44724,D,2024-09-18
44725,F,2024-07-08
44726,B,2024-12-11
44727,B,2024-08-02
44728,B,2024-10-04
44729,B,2025-02-01
44730,F,2024-09-17
44731,D,2024-10-03
44732,F,2024-06-20
44733,D,2024-05-24
44734,B,2024-08-04
44735,B,2025-04-18
44736,F,2024-06-29
44737,F,2025-05-06
44738,C,2024-07-14
44739,B,2025-04-18
44740,F,2025-01-18
44741,B,2025-01-25
44742,F,2025-05-11
44743,B,2024-12-23
44744,A,2024-12-12
44745,D,2024-11-05
44746,C,2024-10-15
44747,D,2024-07-16
44748,B,2024-07-17
44749,B,2024-09-07
44750,D,2024-06-19
44751,F,2025-05-19
44752,D,2024-11-20
44753,D,2024-07-04
44754,A,2025-04-11
44755,C,2025-03-31
44756,A,2025-04-10
44757,B,2024-08-14
44758,F,2024-06-19
44759,D,2024-06-07
44760,C,2024-08-09
44761,F,2024-12-28
44762,C,2025-03-09
44763,B,2025-03-24
44764,F,2025-01-24
44765,F,2024-11-06
44766,A,2024-12-06
44767,D,2025-05-11
44768,A,2024-12-29
44769,F,2024-09-26
44770,A,2024-12-12
44771,C,2024-07-01
44772,C,2024-11-17
44773,A,2024-07-17
44774,C,2025-05-09
44775,A,2025-03-10
44776,D,2025-02-21
44777,A,2024-09-30
44778,C,2025-04-28
44779,A,2024-08-29
44780,C,2024-11-27
44781,C,2025-04-05
44782,B,2025-04-26
44783,C,2024-08-07
44784,A,2024-10-24
44785,B,2024-08-26
44786,D,2024-12-02
44787,B,2025-01-30
44788,B,2024-09-22
44789,D,2024-12-26
44790,F,2024-12-26
44791,B,2024-12-02
44792,F,2024-10-18
44793,B,2024-09-19
44794,C,2024-11-29
44795,A,2025-04-05
44796,F,2024-08-06
44797,B,2024-08-15
44798,A,2024-06-20
44799,F,2024-11-24
44800,A,2025-01-20
44801,C,2024-05-25
44802,A,2024-12-27
44803,A,2024-07-03
44804,B,2025-05-03
44805,B,2024-09-30
44806,D,2024-10-04
44807,D,2024-08-15
44808,C,2024-09-19
44809,A,2024-11-20
44810,F,2025-03-24
44811,C,2025-03-07
44812,F,2024-08-05
44813,C,2025-01-23
44814,B,2025-04-30
44815,F,2025-02-03
44816,D,2024-07-16
44817,B,2024-09-03
44818,C,2024-06-13
44819,B,2024-11-27
44820,C,2024-12-09
44821,D,2024-06-24
44822,A,2024-06-12
44823,C,2024-10-23
44824,D,2024-11-12
44825,B,2024-07-17
44826,C,2024-08-15
44827,B,2025-05-07
44828,F,2024-12-07
44829,D,2024-07-04
44830,A,2024-06-17
44831,B,2025-01-28
44832,C,2024-08-14
44833,B,2024-12-09
44834,D,2025-04-17
44835,A,2024-11-13
44836,B,2024-06-27
44837,D,2025-03-16
44838,C,2024-11-07
44839,C,2024-12-28
44840,A,2025-03-21
44841,C,2024-11-07
44842,C,2024-07-31
44843,F,2025-02-19
44844,C,2024-07-11
44845,F,2025-01-22
44846,F,2025-05-18
44847,F,2024-10-21
44848,C,2024-08-05
44849,D,2024-12-06
44850,D,2025-04-27
44851,B,2024-07-31
44852,C,2024-09-15
44853,D,2024-06-22
44854,F,2025-01-08
44855,D,2024-06-08
44856,A,2025-02-20
44857,C,2024-09-27
44858,C,2025-04-12
44859,F,2024-07-02
44860,B,2024-12-06
44861,D,2025-03-15
44862,B,2024-08-18
44863,A,2024-09-02
44864,C,2025-03-16
44865,A,2024-10-19
44866,D,2025-01-11
44867,C,2024-08-18
44868,C,2025-03-21
44869,C,2024-09-03
44870,C,2025-02-02
44871,C,2024-12-08
44872,F,2025-01-31
44873,F,2024-11-20
44874,B,2024-11-11
44875,A,2024-12-11
44876,F,2024-07-21
44877,C,2025-05-03
44878,C,2024-06-14
44879,A,2024-08-25
44880,C,2025-01-18
44881,B,2024-07-29
44882,D,2024-06-15
44883,F,2025-03-29
44884,D,2025-04-28
44885,C,2024-07-03
44886,A,2025-02-27
44887,F,2025-05-19
44888,D,2024-12-17
44889,D,2024-05-29
44890,F,2024-08-26
44891,F,2024-10-18
44892,D,2024-07-04
44893,A,2024-10-31
44894,F,2024-09-11
44895,B,2025-03-04
44896,C,2024-11-17
44897,B,2024-07-08
44898,C,2024-12-10
44899,B,2024-10-20
44900,A,2025-04-06
44901,A,2024-06-14
44902,D,2024-07-21
44903,F,2024-12-25
44904,A,2025-01-23
44905,D,2024-07-22
44906,F,2024-12-21
44907,C,2024-05-30
44908,A,2025-03-01
44909,A,2025-05-08
44910,D,2024-10-08
44911,C,2025-02-28
44912,F,2024-12-21
44913,D,2024-08-13
44914,C,2024-12-11
44915,B,2025-04-11
44916,C,2024-05-29
44917,F,2024-10-16
44918,F,2025-04-06
44919,D,2024-11-03
44920,A,2024-06-30
44921,D,2024-09-26
44922,B,2025-05-16
44923,C,2025-04-13
44924,D,2024-09-14
44925,A,2024-09-25
44926,A,2024-12-24
44927,D,2024-12-25
44928,C,2025-04-27
44929,C,2024-09-11
44930,B,2024-05-31
44931,B,2024-10-18
44932,B,2025-02-10
44933,B,2024-12-30
44934,D,2024-10-04
44935,B,2024-07-29
44936,B,2024-10-07
44937,F,2024-07-05
44938,C,2025-03-08
44939,D,2024-11-11
44940,D,2025-03-25
44941,A,2024-06-28
44942,A,2024-07-03
44943,A,2024-12-05
44944,C,2024-11-21
44945,F,2025-01-11
44946,C,2024-06-13
44947,A,2025-03-08
44948,F,2025-02-12
44949,B,2025-02-04
44950,F,2024-11-21
44951,F,2024-06-05
44952,B,2024-10-28
44953,D,2024-08-09
44954,B,2024-06-23
44955,C,2024-12-10
44956,F,2025-01-26
44957,B,2024-08-04
44958,B,2024-09-19
44959,B,2024-10-18
44960,A,2025-04-01
44961,C,2025-05-22
44962,C,2025-01-05
44963,D,2024-12-24
44964,A,2025-01-20
44965,B,2025-01-08
44966,D,2024-07-18
44967,D,2024-11-01
44968,D,2024-12-15
44969,F,2025-05-17
44970,F,2024-06-30
44971,F,2024-06-13
44972,B,2024-10-09
44973,D,2024-11-13
44974,C,2024-12-31
44975,C,2025-01-23
44976,F,2024-09-09
44977,D,2025-04-17
44978,D,2025-03-18
44979,A,2024-09-12
44980,A,2024-11-30
44981,D,2024-07-12
44982,B,2024-08-12
44983,B,2024-12-09
44984,D,2024-09-24
44985,D,2025-03-11
44986,B,2024-10-15
44987,F,2024-07-03
44988,F,2025-02-12
44989,A,2025-04-13
44990,A,2024-08-30
44991,D,2025-03-10
44992,D,2024-09-07
44993,C,2025-03-16
44994,A,2024-11-25
44995,D,2024-05-27
44996,D,2024-06-15
44997,A,2025-03-06
44998,A,2025-02-15
44999,C,2024-08-18
45000,D,2025-04-22
45001,C,2025-04-14
45002,A,2024-07-28
45003,A,2024-10-11
45004,B,2025-02-14
45005,C,2025-01-04
45006,A,2025-05-17
45007,F,2024-07-06
45008,B,2024-05-25
45009,D,2024-06-15
45010,A,2024-07-24
45011,F,2024-06-09
45012,A,2024-07-06
45013,D,2025-01-21
45014,F,2025-02-07
45015,F,2024-05-31
45016,A,2025-02-08
45017,A,2025-02-16
45018,F,2025-02-03
45019,D,2025-05-22
45020,C,2024-11-03
45021,A,2025-02-22
45022,D,2025-03-06
45023,C,2025-04-05
45024,B,2024-12-20
45025,C,2024-06-10
45026,C,2024-11-25
45027,A,2025-01-16
45028,D,2025-04-06
45029,C,2024-12-24
45030,C,2024-11-05
45031,C,2024-10-03
45032,D,2025-05-07
45033,B,2025-05-23
45034,D,2025-05-15
45035,C,2024-07-26
45036,A,2024-07-27
45037,C,2024-09-22
45038,B,2024-07-02
45039,A,2024-06-16
45040,D,2024-11-14
45041,A,2024-06-08
45042,A,2024-05-24
45043,F,2024-09-11
45044,D,2024-09-19
45045,C,2024-10-21
45046,D,2025-01-07
45047,F,2025-02-01
45048,F,2025-02-22
45049,F,2025-02-01
45050,A,2024-07-24
45051,C,2025-04-18
45052,D,2025-01-23
45053,B,2024-08-12
45054,F,2025-02-11
45055,B,2024-06-15
45056,A,2024-05-30
45057,C,2025-01-24
45058,D,2024-11-18
45059,F,2024-11-02
45060,B,2024-12-15
45061,F,2024-06-14
45062,B,2024-05-28
45063,B,2024-10-29
45064,B,2024-12-10
45065,A,2024-07-18
45066,A,2025-01-29
45067,C,2025-01-19
45068,B,2025-05-05
45069,D,2025-02-09
45070,C,2024-08-26
45071,B,2025-01-14
45072,D,2025-03-18
45073,D,2025-05-20
45074,A,2024-07-25
45075,C,2025-03-01
45076,B,2024-10-27
45077,A,2024-12-03
45078,F,2024-12-28
45079,F,2025-02-11
45080,A,2025-02-18
45081,A,2025-04-24
45082,C,2024-06-01
45083,C,2025-04-26
45084,B,2025-03-19
45085,D,2024-09-18
45086,C,2024-06-29
45087,D,2024-07-02
45088,A,2024-11-20
45089,A,2024-06-19
45090,B,2025-04-11
45091,C,2024-10-13
45092,F,2024-10-21
45093,B,2024-11-02
45094,C,2024-11-19
45095,D,2024-05-24
45096,C,2024-08-26
45097,F,2025-01-31
45098,A,2025-05-05
45099,F,2025-01-14
45100,A,2025-02-17
45101,A,2024-08-28
45102,F,2024-11-27
45103,D,2024-09-27
45104,B,2025-05-13
45105,A,2024-08-31
45106,C,2024-08-23
45107,F,2024-08-02
45108,A,2024-07-01
45109,F,2025-04-16
45110,C,2024-06-12
45111,D,2025-04-16
45112,D,2025-02-14
45113,B,2024-10-05
45114,A,2024-06-13
45115,C,2024-09-18
45116,B,2025-05-09
45117,D,2024-06-07
45118,F,2024-05-26
45119,D,2025-01-02
45120,A,2024-10-06
45121,C,2025-04-29
45122,A,2025-03-09
45123,F,2025-04-02
45124,C,2024-11-28
45125,D,2024-07-17
45126,A,2024-10-29
45127,C,2024-06-15
45128,D,2024-12-12
45129,A,2025-01-06
45130,A,2024-12-08
45131,C,2024-11-19
45132,C,2025-01-02
45133,C,2024-11-11
45134,F,2024-06-27
45135,C,2025-01-10
45136,B,2024-09-21
45137,C,2025-01-02
45138,C,2025-05-18
45139,A,2025-04-21
45140,F,2024-12-21
45141,C,2024-11-11
45142,B,2025-01-01
45143,A,2025-03-11
45144,D,2025-03-28
45145,B,2024-11-22
45146,F,2025-04-27
45147,F,2024-07-25
45148,F,2024-10-30
45149,D,2024-12-31
45150,D,2025-03-18
45151,F,2025-01-11
45152,B,2025-02-23
45153,C,2025-03-07
45154,F,2025-03-16
45155,C,2025-01-17
45156,B,2025-03-05
45157,B,2025-02-12
45158,B,2024-06-03
45159,D,2024-09-23
45160,D,2025-03-24
45161,D,2024-11-10
45162,B,2025-01-26
45163,A,2024-09-17
45164,A,2025-05-13
45165,A,2025-03-17
45166,B,2025-02-02
45167,D,2024-09-17
45168,D,2024-10-14
45169,D,2024-05-29
45170,A,2024-11-19
45171,C,2024-07-12
45172,F,2024-06-03
45173,F,2024-09-14
45174,C,2024-12-02
45175,F,2024-06-03
45176,A,2024-08-04
45177,B,2024-12-08
45178,A,2024-05-26
45179,D,2025-02-01
45180,B,2025-05-10
45181,F,2025-03-26
45182,C,2025-02-11
45183,D,2025-02-18
45184,A,2024-08-23
45185,A,2024-08-14
45186,D,2024-07-01
45187,D,2025-02-17
45188,C,2024-06-01
45189,F,2024-10-02
45190,D,2024-05-31
45191,C,2025-04-09
45192,F,2025-01-18
45193,D,2025-01-28
45194,B,2025-03-16
45195,A,2024-08-29
45196,A,2025-04-05
45197,C,2024-07-31
45198,D,2025-03-06
45199,C,2024-07-02
45200,B,2024-09-23
45201,B,2025-03-19
45202,C,2024-09-17
45203,A,2024-08-01
45204,A,2025-04-30
45205,C,2024-10-13
45206,A,2024-07-16
45207,A,2024-06-01
45208,B,2025-03-02
45209,B,2025-04-04
45210,F,2024-07-30
45211,D,2024-08-05
45212,C,2024-08-20
45213,D,2024-11-16
45214,A,2024-08-19
45215,D,2024-06-09
45216,D,2025-01-06
45217,A,2025-04-20
45218,B,2024-10-17
45219,F,2025-03-31
45220,C,2024-07-12
45221,A,2024-11-11
45222,C,2025-02-07
45223,A,2025-04-04
45224,A,2025-04-28
45225,C,2025-01-08
45226,F,2024-11-21
45227,D,2024-12-03
45228,D,2024-08-29
45229,C,2024-12-12
45230,C,2024-08-28
45231,A,2025-02-05
45232,A,2024-07-13
45233,C,2025-04-13
45234,B,2024-07-10
45235,D,2025-04-19
45236,F,2025-05-05
45237,B,2025-02-28
45238,D,2024-08-08
45239,B,2025-03-03
45240,B,2024-10-15
45241,D,2024-12-22
45242,F,2025-03-28
45243,B,2025-05-22
45244,F,2024-12-23
45245,F,2024-06-21
45246,D,2025-01-19
45247,C,2024-08-07
45248,B,2024-09-02
45249,C,2024-06-26
45250,D,2024-09-18
45251,D,2024-09-15
45252,F,2025-03-21
45253,F,2024-06-21
45254,C,2024-12-15
45255,F,2024-05-29
45256,D,2025-01-29
45257,C,2024-09-14
45258,D,2024-09-25
45259,C,2025-01-10
45260,D,2024-12-18
45261,C,2025-01-02
45262,A,2025-01-12
45263,B,2025-05-02
45264,C,2025-03-26
45265,A,2024-08-02
45266,F,2024-06-11
45267,C,2025-04-04
45268,D,2024-06-26
45269,B,2024-06-07
45270,B,2024-11-09
45271,B,2024-09-05
45272,D,2025-02-24
45273,A,2024-06-09
45274,A,2024-10-31
45275,F,2024-11-17
45276,C,2024-06-11
45277,C,2025-04-20
45278,A,2025-02-19
45279,B,2025-02-16
45280,A,2024-07-24
45281,D,2025-01-27
45282,A,2024-10-22
45283,C,2024-12-16
45284,B,2025-04-16
45285,A,2025-05-14
45286,A,2025-02-25
45287,C,2024-12-28
45288,D,2024-10-08
45289,B,2025-01-12
45290,C,2024-07-03
45291,C,2025-05-21
45292,A,2024-06-14
45293,B,2024-07-10
45294,F,2025-05-12
45295,A,2025-01-31
45296,C,2024-10-30
45297,F,2024-08-21
45298,F,2024-11-04
45299,F,2024-05-31
45300,F,2025-05-21
45301,C,2024-12-30
45302,A,2025-05-10
45303,C,2025-03-24
45304,C,2025-03-06
45305,F,2025-04-17
45306,D,2025-05-23
45307,D,2025-02-22
45308,F,2025-02-02
45309,B,2024-10-15
45310,C,2024-09-04
45311,F,2025-04-18
45312,D,2024-06-15
45313,F,2025-02-02
45314,D,2025-03-20
45315,D,2024-10-10
45316,F,2024-07-29
45317,D,2025-05-16
45318,F,2025-05-21
45319,D,2024-07-26
45320,F,2024-09-29
45321,A,2024-12-28
45322,D,2025-05-21
45323,C,2024-11-23
45324,A,2024-11-23
45325,A,2024-07-25
45326,A,2024-06-21
45327,C,2024-07-01
45328,D,2024-10-01
45329,B,2025-03-04
45330,A,2024-11-25
45331,B,2025-04-26
45332,A,2024-09-27
45333,F,2024-12-30
45334,C,2024-09-27
45335,A,2025-04-03
45336,D,2024-09-17
45337,C,2025-01-10
45338,D,2025-04-05
45339,F,2024-11-05
45340,A,2024-11-05
45341,F,2025-03-09
45342,D,2024-07-24
45343,D,2024-12-18
45344,A,2025-03-01
45345,D,2024-07-08
45346,F,2024-07-10
45347,D,2024-12-09
45348,A,2024-06-15
45349,C,2024-07-18
45350,F,2025-05-05
45351,C,2025-05-04
45352,A,2024-06-12
45353,C,2025-01-25
45354,F,2024-09-15
45355,F,2025-05-22
45356,B,2024-06-27
45357,B,2024-12-15
45358,F,2024-09-19
45359,F,2025-05-15
45360,F,2024-12-11
45361,D,2024-10-24
45362,B,2024-10-25
45363,C,2024-12-24
45364,B,2024-11-07
45365,B,2024-10-12
45366,B,2025-01-18
45367,A,2025-02-10
45368,C,2024-06-19
45369,D,2025-03-17
45370,A,2024-06-21
45371,A,2025-05-12
45372,A,2024-09-29
45373,C,2024-10-18
45374,D,2024-12-23
45375,A,2024-12-06
45376,F,2024-10-15
45377,C,2025-01-23
45378,D,2024-05-28
45379,A,2025-05-24
45380,F,2025-02-27
45381,A,2025-01-19
45382,D,2024-08-26
45383,A,2024-10-29
45384,F,2025-02-06
45385,B,2024-09-05
45386,D,2024-08-23
45387,C,2024-12-30
45388,D,2024-06-05
45389,B,2024-10-12
45390,F,2025-03-25
45391,A,2024-12-30
45392,A,2024-10-23
45393,A,2025-01-28
45394,B,2024-09-10
45395,A,2024-12-06
45396,C,2024-09-25
45397,B,2024-09-17
45398,B,2025-03-25
45399,D,2024-10-05
45400,A,2025-02-21
